term,strongs,book,chapter,verse,lxx_word,case,number
λόγος,G3056,Ezk,7,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,11,14,λόγος,Nominative,Singular
λόγος,G3056,Ezk,11,25,λόγους,Accusative,Plural
λόγος,G3056,Ezk,12,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,12,8,λόγος,Nominative,Singular
λόγος,G3056,Ezk,12,17,λόγος,Nominative,Singular
λόγος,G3056,Ezk,12,21,λόγος,Nominative,Singular
λόγος,G3056,Ezk,12,23,λόγος,Nominative,Singular
λόγος,G3056,Ezk,12,25,λόγους,Accusative,Plural
λόγος,G3056,Ezk,12,25,λόγον,Accusative,Singular
λόγος,G3056,Ezk,12,26,λόγος,Nominative,Singular
λόγος,G3056,Ezk,12,28,λόγοι,Nominative,Plural
λόγος,G3056,Ezk,13,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,13,2,λόγον,Accusative,Singular
λόγος,G3056,Ezk,13,6,λόγον,Accusative,Singular
λόγος,G3056,Ezk,13,8,λόγοι,Nominative,Plural
λόγος,G3056,Ezk,14,2,λόγος,Nominative,Singular
λόγος,G3056,Ezk,14,12,λόγος,Nominative,Singular
λόγος,G3056,Ezk,15,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,16,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,16,35,λόγον,Accusative,Singular
λόγος,G3056,Ezk,17,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,17,11,λόγος,Nominative,Singular
λόγος,G3056,Ezk,18,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,20,2,λόγος,Nominative,Singular
λόγος,G3056,Ezk,21,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,21,3,λόγον,Accusative,Singular
λόγος,G3056,Ezk,21,6,λόγος,Nominative,Singular
λόγος,G3056,Ezk,21,13,λόγος,Nominative,Singular
λόγος,G3056,Ezk,21,23,λόγος,Nominative,Singular
λόγος,G3056,Ezk,22,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,22,17,λόγος,Nominative,Singular
λόγος,G3056,Ezk,22,23,λόγος,Nominative,Singular
λόγος,G3056,Ezk,23,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,24,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,24,15,λόγος,Nominative,Singular
λόγος,G3056,Ezk,24,20,λόγος,Nominative,Singular
λόγος,G3056,Ezk,25,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,25,3,λόγον,Accusative,Singular
λόγος,G3056,Ezk,26,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,27,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,28,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,28,11,λόγος,Nominative,Singular
λόγος,G3056,Ezk,28,20,λόγος,Nominative,Singular
λόγος,G3056,Ezk,29,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,29,17,λόγος,Nominative,Singular
λόγος,G3056,Ezk,30,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,30,20,λόγος,Nominative,Singular
λόγος,G3056,Ezk,31,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,32,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,32,17,λόγος,Nominative,Singular
λόγος,G3056,Ezk,33,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,33,7,λόγον,Accusative,Singular
λόγος,G3056,Ezk,33,23,λόγος,Nominative,Singular
λόγος,G3056,Ezk,34,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,34,7,λόγον,Accusative,Singular
λόγος,G3056,Ezk,35,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,36,1,λόγον,Accusative,Singular
λόγος,G3056,Ezk,36,4,λόγον,Accusative,Singular
λόγος,G3056,Ezk,36,16,λόγος,Nominative,Singular
λόγος,G3056,Ezk,37,4,λόγον,Accusative,Singular
λόγος,G3056,Ezk,37,15,λόγος,Nominative,Singular
λόγος,G3056,Ezk,38,1,λόγος,Nominative,Singular
λόγος,G3056,Dan,1,20,λόγῳ,Dative,Singular
λόγος,G3056,Dan,2,9,λόγους,Accusative,Plural
λόγος,G3056,Dan,2,11,λόγος,Nominative,Singular
λόγος,G3056,Dan,4,27,λόγους,Accusative,Plural
λόγος,G3056,Dan,4,27,λόγος,Nominative,Singular
λόγος,G3056,Dan,4,28,λόγων,Genitive,Plural
λόγος,G3056,Dan,4,28,λόγους,Accusative,Plural
λόγος,G3056,Dan,4,31,λόγου,Genitive,Singular
λόγος,G3056,Dan,6,13,λόγος,Nominative,Singular
λόγος,G3056,Dan,7,1,λόγων,Genitive,Plural
λόγος,G3056,Dan,7,11,λόγων,Genitive,Plural
λόγος,G3056,Dan,7,16,λόγων,Genitive,Plural
λόγος,G3056,Dan,7,28,λόγου,Genitive,Singular
λόγος,G3056,Dan,12,3,λόγους,Accusative,Plural
λόγος,G3056,Dan,12,8,λόγου,Genitive,Singular
ῥῆμα,G4487,Gen,15,1,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,15,1,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Gen,18,14,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Gen,18,25,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,19,21,ῥήματι,Dative,Singular
ῥῆμα,G4487,Gen,20,8,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,21,11,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Gen,21,12,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Gen,22,1,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,22,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,22,20,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,24,9,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Gen,24,28,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,24,30,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,24,33,ῥήματά,Accusative,Plural
ῥῆμα,G4487,Gen,24,52,ῥημάτων,Genitive,Plural
ῥῆμα,G4487,Gen,24,66,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,27,34,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,27,42,ῥήματα,Nominative,Plural
ῥῆμα,G4487,Gen,29,12,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,30,31,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,30,34,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,Gen,31,1,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,32,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,34,14,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,34,19,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,37,8,ῥημάτων,Genitive,Plural
ῥῆμα,G4487,Gen,37,11,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,39,7,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,39,9,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,39,17,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,39,19,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,40,1,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,41,28,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,41,32,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Gen,41,37,ῥήματα,Nominative,Plural
ῥῆμα,G4487,Gen,42,16,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,42,20,ῥήματα,Nominative,Plural
ῥῆμα,G4487,Gen,44,2,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,44,6,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,44,7,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,44,7,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,44,17,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,44,18,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Gen,44,24,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Gen,47,30,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,Gen,48,1,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,2,14,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Exo,2,15,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,4,15,ῥήματά,Accusative,Plural
ῥῆμα,G4487,Exo,4,30,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,9,5,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,9,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,9,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,9,21,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,12,24,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,14,12,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Exo,16,16,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Exo,16,23,ῥῆμά,Nominative,Singular
ῥῆμα,G4487,Exo,16,32,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Exo,17,1,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Exo,18,17,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,18,18,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Exo,18,22,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,18,23,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,18,26,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,18,26,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,19,6,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,19,9,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,23,7,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Exo,23,8,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,23,22,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,24,3,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,24,4,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,33,4,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Exo,34,1,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,34,27,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,34,28,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Exo,35,4,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Lev,4,13,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Lev,8,5,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Lev,9,6,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Lev,10,7,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Lev,17,2,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Num,11,14,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,11,24,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Num,13,26,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,14,20,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,Num,14,36,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Num,14,39,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Num,14,41,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,15,31,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,22,7,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Num,22,18,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,22,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,22,35,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,22,38,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,23,3,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,23,5,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,23,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,23,26,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,24,13,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,27,14,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,Num,30,2,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Num,30,3,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,31,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,31,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,32,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Num,33,2,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Num,36,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,1,14,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Deu,1,17,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Deu,1,23,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Deu,1,26,ῥήματι,Dative,Singular
ῥῆμα,G4487,Deu,1,43,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,2,7,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Deu,4,2,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,4,10,ῥήματά,Accusative,Plural
ῥῆμα,G4487,Deu,4,12,ῥημάτων,Genitive,Plural
ῥῆμα,G4487,Deu,4,13,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,4,32,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,4,36,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,5,5,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,5,22,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,6,6,ῥήματα,Nominative,Plural
ῥῆμα,G4487,Deu,8,3,ῥήματι,Dative,Singular
ῥῆμα,G4487,Deu,9,23,ῥήματι,Dative,Singular
ῥῆμα,G4487,Deu,10,2,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,11,18,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,13,1,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,13,12,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,15,9,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Deu,15,10,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,15,11,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,15,15,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,17,1,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Deu,17,4,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,17,8,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,17,8,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,17,11,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Deu,18,18,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,Deu,18,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,18,21,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,18,22,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,18,22,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Deu,19,7,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,19,15,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,19,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,23,10,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Deu,24,18,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,24,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,24,22,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Deu,28,58,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,29,18,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,29,28,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,30,1,ῥήματα,Nominative,Plural
ῥῆμα,G4487,Deu,30,14,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Deu,31,9,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,31,19,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,31,30,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,32,1,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Deu,32,2,ῥήματά,Nominative,Plural
ῥῆμα,G4487,Deu,32,51,ῥήματί,Dative,Singular
ῥῆμα,G4487,Deu,34,5,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Jos,1,13,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jos,1,18,ῥημάτων,Genitive,Plural
ῥῆμα,G4487,Jos,2,21,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jos,3,9,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jos,8,8,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jos,9,2,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Jos,9,2,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Jos,14,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jos,14,10,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jos,14,12,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jos,21,45,ῥημάτων,Genitive,Plural
ῥῆμα,G4487,Jos,22,24,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Jos,23,15,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Jos,23,15,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Jos,24,26,ῥήματα,Accusative,Plural
ῥῆμα,G4487,Jdg,6,29,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,6,29,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,8,1,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,11,10,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,Jdg,13,17,ῥῆμά,Nominative,Singular
ῥῆμα,G4487,Jdg,18,10,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Jdg,19,24,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,20,9,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Jdg,5,29,ῥήμασιν,Dative,Plural
ῥῆμα,G4487,Jdg,8,1,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,11,10,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,Jdg,11,37,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,13,12,ῥήματός,Genitive,Singular
ῥῆμα,G4487,Jdg,13,17,ῥῆμά,Nominative,Singular
ῥῆμα,G4487,Jdg,18,7,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,18,10,ῥήματος,Genitive,Singular
ῥῆμα,G4487,Jdg,19,24,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,19,30,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,Jdg,20,9,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Rut,3,18,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,Rut,3,18,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Sa,2,23,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,3,1,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Sa,3,7,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Sa,3,11,ῥήματά,Accusative,Plural
ῥῆμα,G4487,1Sa,3,17,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,3,17,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,4,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,8,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,8,10,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,9,10,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,9,21,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,9,27,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,10,2,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,10,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,11,5,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,11,6,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,12,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,14,12,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,14,42,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,15,10,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Sa,15,23,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,15,24,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,1Sa,15,26,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,17,11,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,18,8,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,18,23,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,18,24,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,18,26,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,19,7,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,20,2,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,20,2,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,20,23,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,20,39,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,21,3,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,21,3,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,21,9,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,21,13,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,22,15,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,24,7,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,24,17,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,25,9,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,25,12,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,25,36,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,25,37,ῥήματα,Accusative,Plural
ῥῆμα,G4487,1Sa,26,16,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,26,19,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Sa,28,18,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,2,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,3,11,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,7,4,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,2Sa,7,25,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,11,11,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,11,22,ῥήματα,Accusative,Plural
ῥῆμα,G4487,2Sa,11,25,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,11,27,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,12,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,12,12,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,12,14,ῥήματι,Dative,Singular
ῥῆμα,G4487,2Sa,12,21,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,13,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,13,33,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,14,3,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,14,12,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,14,15,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,14,15,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,14,18,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,14,20,ῥήματος,Genitive,Singular
ῥῆμα,G4487,2Sa,15,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,15,11,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,15,28,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,15,35,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,15,36,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,17,6,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,2Sa,17,19,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,2Sa,19,11,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,2Sa,22,31,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,2Sa,24,13,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,1,27,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,2,27,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,2,38,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,3,10,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,3,11,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,3,12,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,1Ki,8,20,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,8,26,ῥῆμά,Accusative,Singular
ῥῆμα,G4487,1Ki,8,59,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,11,41,ῥημάτων,Genitive,Plural
ῥῆμα,G4487,1Ki,11,41,ῥημάτων,Genitive,Plural
ῥῆμα,G4487,1Ki,12,15,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,12,24,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,13,3,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,13,18,ῥήματι,Dative,Singular
ῥῆμα,G4487,1Ki,13,21,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,13,26,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,13,32,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,13,33,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,13,34,ῥῆμα,Nominative,Singular
ῥῆμα,G4487,1Ki,15,29,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,16,12,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,16,34,ῥῆμα,Accusative,Singular
ῥῆμα,G4487,1Ki,17,2,ῥῆμα,Nominative,Singular
