term,strongs,book,chapter,verse,lxx_word,case,number
λόγος,G3056,Est,3,4,λόγοις,Dative,Plural
λόγος,G3056,Est,4,9,λόγους,Accusative,Plural
λόγος,G3056,Est,4,12,λόγους,Accusative,Plural
λόγος,G3056,Est,4,17,λόγον,Accusative,Singular
λόγος,G3056,Est,5,1,λόγοις,Dative,Plural
λόγος,G3056,Est,5,5,λόγον,Accusative,Singular
λόγος,G3056,Est,6,10,λόγος,Nominative,Singular
λόγος,G3056,Est,9,20,λόγους,Accusative,Plural
λόγος,G3056,Est,9,26,λόγους,Accusative,Plural
λόγος,G3056,Est,9,32,λόγῳ,Dative,Singular
λόγος,G3056,Est,10,3,λόγων,Genitive,Plural
λόγος,G3056,Est,10,3,λόγος,Nominative,Singular
λόγος,G3056,Psa,7,1,λόγων,Genitive,Plural
λόγος,G3056,Psa,16,4,λόγους,Accusative,Plural
λόγος,G3056,Psa,17,1,λόγους,Accusative,Plural
λόγος,G3056,Psa,18,4,λόγοι,Nominative,Plural
λόγος,G3056,Psa,21,2,λόγοι,Nominative,Plural
λόγος,G3056,Psa,32,4,λόγος,Nominative,Singular
λόγος,G3056,Psa,32,6,λόγῳ,Dative,Singular
λόγος,G3056,Psa,40,9,λόγον,Accusative,Singular
λόγος,G3056,Psa,44,2,λόγον,Accusative,Singular
λόγος,G3056,Psa,49,17,λόγους,Accusative,Plural
λόγος,G3056,Psa,50,6,λόγοις,Dative,Plural
λόγος,G3056,Psa,54,22,λόγοι,Nominative,Plural
λόγος,G3056,Psa,55,5,λόγους,Accusative,Plural
λόγος,G3056,Psa,55,6,λόγους,Accusative,Plural
λόγος,G3056,Psa,55,11,λόγον,Accusative,Singular
λόγος,G3056,Psa,58,13,λόγον,Accusative,Singular
λόγος,G3056,Psa,63,6,λόγον,Accusative,Singular
λόγος,G3056,Psa,64,1,λόγου,Genitive,Singular
λόγος,G3056,Psa,64,4,λόγοι,Nominative,Plural
λόγος,G3056,Psa,90,3,λόγου,Genitive,Singular
λόγος,G3056,Psa,102,20,λόγον,Accusative,Singular
λόγος,G3056,Psa,102,20,λόγων,Genitive,Plural
λόγος,G3056,Psa,104,8,λόγου,Genitive,Singular
λόγος,G3056,Psa,104,19,λόγον,Accusative,Singular
λόγος,G3056,Psa,104,27,λόγους,Accusative,Plural
λόγος,G3056,Psa,104,28,λόγους,Accusative,Plural
λόγος,G3056,Psa,104,42,λόγου,Genitive,Singular
λόγος,G3056,Psa,105,12,λόγοις,Dative,Plural
λόγος,G3056,Psa,105,24,λόγῳ,Dative,Singular
λόγος,G3056,Psa,106,20,λόγον,Accusative,Singular
λόγος,G3056,Psa,108,3,λόγοις,Dative,Plural
λόγος,G3056,Psa,111,5,λόγους,Accusative,Plural
λόγος,G3056,Psa,118,9,λόγους,Accusative,Plural
λόγος,G3056,Psa,118,16,λόγων,Genitive,Plural
λόγος,G3056,Psa,118,17,λόγους,Accusative,Plural
λόγος,G3056,Psa,118,25,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,28,λόγοις,Dative,Plural
λόγος,G3056,Psa,118,42,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,42,λόγους,Accusative,Plural
λόγος,G3056,Psa,118,43,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,49,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,65,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,74,λόγους,Accusative,Plural
λόγος,G3056,Psa,118,81,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,89,λόγος,Nominative,Singular
λόγος,G3056,Psa,118,101,λόγους,Accusative,Plural
λόγος,G3056,Psa,118,105,λόγος,Nominative,Singular
λόγος,G3056,Psa,118,107,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,114,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,130,λόγων,Genitive,Plural
λόγος,G3056,Psa,118,139,λόγων,Genitive,Plural
λόγος,G3056,Psa,118,147,λόγους,Accusative,Plural
λόγος,G3056,Psa,118,154,λόγον,Accusative,Singular
λόγος,G3056,Psa,118,160,λόγων,Genitive,Plural
λόγος,G3056,Psa,118,161,λόγων,Genitive,Plural
λόγος,G3056,Psa,129,5,λόγον,Accusative,Singular
λόγος,G3056,Psa,136,3,λόγους,Accusative,Plural
λόγος,G3056,Psa,138,4,λόγος,Nominative,Singular
λόγος,G3056,Psa,140,4,λόγους,Accusative,Plural
λόγος,G3056,Psa,144,13,λόγοις,Dative,Plural
λόγος,G3056,Psa,147,4,λόγος,Nominative,Singular
λόγος,G3056,Psa,147,7,λόγον,Accusative,Singular
λόγος,G3056,Psa,147,8,λόγον,Accusative,Singular
λόγος,G3056,Psa,148,8,λόγον,Accusative,Singular
λόγος,G3056,Pro,1,2,λόγους,Accusative,Plural
λόγος,G3056,Pro,1,3,λόγων,Genitive,Plural
λόγος,G3056,Pro,1,6,λόγον,Accusative,Singular
λόγος,G3056,Pro,1,23,λόγον,Accusative,Singular
λόγος,G3056,Pro,1,24,λόγους,Accusative,Plural
λόγος,G3056,Pro,4,4,λόγος,Nominative,Singular
λόγος,G3056,Pro,4,10,λόγους,Accusative,Plural
λόγος,G3056,Pro,4,20,λόγοις,Dative,Plural
λόγος,G3056,Pro,5,1,λόγοις,Dative,Plural
λόγος,G3056,Pro,5,7,λόγους,Accusative,Plural
λόγος,G3056,Pro,7,1,λόγους,Accusative,Plural
λόγος,G3056,Pro,7,2,λόγους,Accusative,Plural
λόγος,G3056,Pro,7,5,λόγοις,Dative,Plural
λόγος,G3056,Pro,12,6,λόγοι,Nominative,Plural
λόγος,G3056,Pro,12,25,λόγος,Nominative,Singular
λόγος,G3056,Pro,13,5,λόγον,Accusative,Singular
λόγος,G3056,Pro,14,15,λόγῳ,Dative,Singular
λόγος,G3056,Pro,15,1,λόγος,Nominative,Singular
λόγος,G3056,Pro,16,13,λόγους,Accusative,Plural
λόγος,G3056,Pro,16,21,λόγῳ,Dative,Singular
λόγος,G3056,Pro,16,24,λόγοι,Nominative,Plural
λόγος,G3056,Pro,17,14,λόγοις,Dative,Plural
λόγος,G3056,Pro,18,4,λόγος,Nominative,Singular
λόγος,G3056,Pro,18,13,λόγον,Accusative,Singular
λόγος,G3056,Pro,19,7,λόγους,Accusative,Plural
λόγος,G3056,Pro,22,12,λόγους,Accusative,Plural
λόγος,G3056,Pro,22,17,λόγοις,Dative,Plural
λόγος,G3056,Pro,22,17,λόγον,Accusative,Singular
λόγος,G3056,Pro,22,21,λόγον,Accusative,Singular
λόγος,G3056,Pro,22,21,λόγους,Accusative,Plural
λόγος,G3056,Pro,23,8,λόγους,Accusative,Plural
λόγος,G3056,Pro,23,9,λόγους,Accusative,Plural
λόγος,G3056,Pro,23,12,λόγοις,Dative,Plural
λόγος,G3056,Pro,23,16,λόγοις,Dative,Plural
λόγος,G3056,Pro,24,22,λόγον,Accusative,Singular
λόγος,G3056,Pro,30,1,λόγους,Accusative,Plural
λόγος,G3056,Pro,30,5,λόγοι,Nominative,Plural
λόγος,G3056,Pro,30,6,λόγοις,Dative,Plural
λόγος,G3056,Pro,30,8,λόγον,Accusative,Singular
λόγος,G3056,Pro,24,26,λόγους,Accusative,Plural
λόγος,G3056,Pro,30,33,λόγους,Accusative,Plural
λόγος,G3056,Pro,31,1,λόγοι,Nominative,Plural
λόγος,G3056,Pro,31,8,λόγῳ,Dative,Singular
λόγος,G3056,Pro,32,2,λόγον,Accusative,Singular
λόγος,G3056,Pro,32,11,λόγον,Accusative,Singular
λόγος,G3056,Pro,32,12,λόγος,Nominative,Singular
λόγος,G3056,Pro,32,27,λόγους,Accusative,Plural
λόγος,G3056,Pro,33,6,λόγον,Accusative,Singular
λόγος,G3056,Pro,33,18,λόγους,Accusative,Plural
λόγος,G3056,Pro,33,18,λόγῳ,Dative,Singular
λόγος,G3056,Pro,33,22,λόγοι,Nominative,Plural
λόγος,G3056,Pro,34,11,λόγους,Accusative,Plural
λόγος,G3056,Pro,36,12,λόγον,Accusative,Singular
λόγος,G3056,Pro,36,19,λόγοις,Dative,Plural
λόγος,G3056,Pro,36,20,λόγοις,Dative,Plural
λόγος,G3056,Ecc,1,8,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,5,1,λόγον,Accusative,Singular
λόγος,G3056,Ecc,5,1,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,5,2,λόγων,Genitive,Plural
λόγος,G3056,Ecc,5,6,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,6,11,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,7,8,λόγων,Genitive,Plural
λόγος,G3056,Ecc,7,21,λόγους,Accusative,Plural
λόγος,G3056,Ecc,8,2,λόγου,Genitive,Singular
λόγος,G3056,Ecc,8,3,λόγῳ,Dative,Singular
λόγος,G3056,Ecc,9,16,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,9,17,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,10,12,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,10,13,λόγων,Genitive,Plural
λόγος,G3056,Ecc,10,14,λόγους,Accusative,Plural
λόγος,G3056,Ecc,10,20,λόγον,Accusative,Singular
λόγος,G3056,Ecc,12,10,λόγους,Accusative,Plural
λόγος,G3056,Ecc,12,10,λόγους,Accusative,Plural
λόγος,G3056,Ecc,12,11,λόγοι,Nominative,Plural
λόγος,G3056,Ecc,12,13,λόγου,Genitive,Singular
λόγος,G3056,Sng,5,6,λόγῳ,Dative,Singular
λόγος,G3056,Job,4,12,λόγοις,Dative,Plural
λόγος,G3056,Job,7,13,λόγον,Accusative,Singular
λόγος,G3056,Job,9,3,λόγον,Accusative,Singular
λόγος,G3056,Job,11,12,λόγοις,Dative,Plural
λόγος,G3056,Job,14,3,λόγον,Accusative,Singular
λόγος,G3056,Job,15,3,λόγοις,Dative,Plural
λόγος,G3056,Job,19,2,λόγοις,Dative,Plural
λόγος,G3056,Job,19,28,λόγου,Genitive,Singular
λόγος,G3056,Job,21,2,λόγων,Genitive,Plural
λόγος,G3056,Job,22,4,λόγον,Accusative,Singular
λόγος,G3056,Job,26,14,λόγου,Genitive,Singular
λόγος,G3056,Job,32,11,λόγους,Accusative,Plural
λόγος,G3056,Job,32,15,λόγους,Accusative,Plural
λόγος,G3056,Job,33,32,λόγοι,Nominative,Plural
λόγος,G3056,Job,34,3,λόγους,Accusative,Plural
λόγος,G3056,Job,41,4,λόγον,Accusative,Singular
λόγος,G3056,Hos,1,1,λόγος,Nominative,Singular
λόγος,G3056,Hos,1,2,λόγου,Genitive,Singular
λόγος,G3056,Hos,4,1,λόγον,Accusative,Singular
λόγος,G3056,Hos,13,1,λόγον,Accusative,Singular
λόγος,G3056,Hos,14,3,λόγους,Accusative,Plural
λόγος,G3056,Mic,1,1,λόγος,Nominative,Singular
λόγος,G3056,Mic,1,2,λόγους,Accusative,Plural
λόγος,G3056,Mic,2,7,λόγοι,Nominative,Plural
λόγος,G3056,Mic,4,2,λόγος,Nominative,Singular
λόγος,G3056,Mic,6,1,λόγον,Accusative,Singular
λόγος,G3056,Mic,7,3,λόγους,Accusative,Plural
λόγος,G3056,Amo,1,1,λόγοι,Nominative,Plural
λόγος,G3056,Amo,3,1,λόγον,Accusative,Singular
λόγος,G3056,Amo,4,1,λόγον,Accusative,Singular
λόγος,G3056,Amo,5,1,λόγον,Accusative,Singular
λόγος,G3056,Amo,5,10,λόγον,Accusative,Singular
λόγος,G3056,Amo,6,13,λόγῳ,Dative,Singular
λόγος,G3056,Amo,7,10,λόγους,Accusative,Plural
λόγος,G3056,Amo,7,16,λόγον,Accusative,Singular
λόγος,G3056,Amo,8,11,λόγον,Accusative,Singular
λόγος,G3056,Amo,8,12,λόγον,Accusative,Singular
λόγος,G3056,Jol,1,1,λόγος,Nominative,Singular
λόγος,G3056,Jol,2,11,λόγων,Genitive,Plural
λόγος,G3056,Jon,1,1,λόγος,Nominative,Singular
λόγος,G3056,Jon,3,1,λόγος,Nominative,Singular
λόγος,G3056,Jon,3,6,λόγος,Nominative,Singular
λόγος,G3056,Jon,4,2,λόγοι,Nominative,Plural
λόγος,G3056,Hab,3,5,λόγος,Nominative,Singular
λόγος,G3056,Zep,1,1,λόγος,Nominative,Singular
λόγος,G3056,Zep,2,5,λόγος,Nominative,Singular
λόγος,G3056,Hag,1,1,λόγος,Nominative,Singular
λόγος,G3056,Hag,1,3,λόγος,Nominative,Singular
λόγος,G3056,Hag,1,12,λόγων,Genitive,Plural
λόγος,G3056,Hag,2,10,λόγος,Nominative,Singular
λόγος,G3056,Hag,2,20,λόγος,Nominative,Singular
λόγος,G3056,Zec,1,1,λόγος,Nominative,Singular
λόγος,G3056,Zec,1,6,λόγους,Accusative,Plural
λόγος,G3056,Zec,1,7,λόγος,Nominative,Singular
λόγος,G3056,Zec,1,13,λόγους,Accusative,Plural
λόγος,G3056,Zec,4,6,λόγος,Nominative,Singular
λόγος,G3056,Zec,4,8,λόγος,Nominative,Singular
λόγος,G3056,Zec,6,9,λόγος,Nominative,Singular
λόγος,G3056,Zec,7,1,λόγος,Nominative,Singular
λόγος,G3056,Zec,7,4,λόγος,Nominative,Singular
λόγος,G3056,Zec,7,7,λόγοι,Nominative,Plural
λόγος,G3056,Zec,7,8,λόγος,Nominative,Singular
λόγος,G3056,Zec,7,12,λόγους,Accusative,Plural
λόγος,G3056,Zec,8,1,λόγος,Nominative,Singular
λόγος,G3056,Zec,8,9,λόγους,Accusative,Plural
λόγος,G3056,Zec,8,16,λόγοι,Nominative,Plural
λόγος,G3056,Zec,8,18,λόγος,Nominative,Singular
λόγος,G3056,Zec,9,1,λόγου,Genitive,Singular
λόγος,G3056,Zec,11,11,λόγος,Nominative,Singular
λόγος,G3056,Zec,12,1,λόγου,Genitive,Singular
λόγος,G3056,Mal,1,1,λόγου,Genitive,Singular
λόγος,G3056,Mal,2,17,λόγοις,Dative,Plural
λόγος,G3056,Mal,3,13,λόγους,Accusative,Plural
λόγος,G3056,Isa,1,10,λόγον,Accusative,Singular
λόγος,G3056,Isa,2,1,λόγος,Nominative,Singular
λόγος,G3056,Isa,2,3,λόγος,Nominative,Singular
λόγος,G3056,Isa,8,10,λόγον,Accusative,Singular
λόγος,G3056,Isa,10,22,λόγον,Accusative,Singular
λόγος,G3056,Isa,10,23,λόγον,Accusative,Singular
λόγος,G3056,Isa,11,4,λόγῳ,Dative,Singular
λόγος,G3056,Isa,28,14,λόγον,Accusative,Singular
λόγος,G3056,Isa,28,23,λόγους,Accusative,Plural
λόγος,G3056,Isa,29,4,λόγοι,Nominative,Plural
λόγος,G3056,Isa,29,4,λόγοι,Nominative,Plural
λόγος,G3056,Isa,29,11,λόγοι,Nominative,Plural
λόγος,G3056,Isa,29,18,λόγους,Accusative,Plural
λόγος,G3056,Isa,29,21,λόγῳ,Dative,Singular
λόγος,G3056,Isa,30,12,λόγοις,Dative,Plural
λόγος,G3056,Isa,30,12,λόγῳ,Dative,Singular
λόγος,G3056,Isa,30,21,λόγους,Accusative,Plural
λόγος,G3056,Isa,31,2,λόγος,Nominative,Singular
λόγος,G3056,Isa,32,2,λόγους,Accusative,Plural
λόγος,G3056,Isa,32,7,λόγοις,Dative,Plural
λόγος,G3056,Isa,32,7,λόγους,Accusative,Plural
λόγος,G3056,Isa,32,9,λόγους,Accusative,Plural
λόγος,G3056,Isa,36,5,λόγοις,Dative,Plural
λόγος,G3056,Isa,36,12,λόγους,Accusative,Plural
λόγος,G3056,Isa,36,13,λόγους,Accusative,Plural
λόγος,G3056,Isa,36,14,λόγοις,Dative,Plural
λόγος,G3056,Isa,36,21,λόγον,Accusative,Singular
λόγος,G3056,Isa,36,22,λόγους,Accusative,Plural
λόγος,G3056,Isa,37,4,λόγους,Accusative,Plural
λόγος,G3056,Isa,37,4,λόγους,Accusative,Plural
λόγος,G3056,Isa,37,6,λόγων,Genitive,Plural
λόγος,G3056,Isa,37,17,λόγους,Accusative,Plural
λόγος,G3056,Isa,37,22,λόγος,Nominative,Singular
λόγος,G3056,Isa,38,4,λόγος,Nominative,Singular
λόγος,G3056,Isa,39,5,λόγον,Accusative,Singular
λόγος,G3056,Isa,39,8,λόγος,Nominative,Singular
λόγος,G3056,Isa,41,26,λόγους,Accusative,Plural
λόγος,G3056,Isa,45,23,λόγοι,Nominative,Plural
λόγος,G3056,Isa,50,4,λόγον,Accusative,Singular
λόγος,G3056,Isa,51,16,λόγους,Accusative,Plural
λόγος,G3056,Isa,58,13,λόγον,Accusative,Singular
λόγος,G3056,Isa,59,13,λόγους,Accusative,Plural
λόγος,G3056,Isa,66,2,λόγους,Accusative,Plural
λόγος,G3056,Isa,66,5,λόγον,Accusative,Singular
λόγος,G3056,Jer,1,2,λόγος,Nominative,Singular
λόγος,G3056,Jer,1,4,λόγος,Nominative,Singular
λόγος,G3056,Jer,1,9,λόγους,Accusative,Plural
λόγος,G3056,Jer,1,11,λόγος,Nominative,Singular
λόγος,G3056,Jer,1,12,λόγους,Accusative,Plural
λόγος,G3056,Jer,1,13,λόγος,Nominative,Singular
λόγος,G3056,Jer,2,4,λόγον,Accusative,Singular
λόγος,G3056,Jer,2,31,λόγον,Accusative,Singular
λόγος,G3056,Jer,3,12,λόγους,Accusative,Plural
λόγος,G3056,Jer,5,13,λόγος,Nominative,Singular
λόγος,G3056,Jer,5,14,λόγους,Accusative,Plural
λόγος,G3056,Jer,6,19,λόγων,Genitive,Plural
λόγος,G3056,Jer,7,2,λόγον,Accusative,Singular
λόγος,G3056,Jer,7,4,λόγοις,Dative,Plural
λόγος,G3056,Jer,7,8,λόγοις,Dative,Plural
λόγος,G3056,Jer,7,27,λόγον,Accusative,Singular
λόγος,G3056,Jer,8,9,λόγον,Accusative,Singular
λόγος,G3056,Jer,9,11,λόγος,Nominative,Singular
λόγος,G3056,Jer,9,19,λόγον,Accusative,Singular
λόγος,G3056,Jer,9,19,λόγους,Accusative,Plural
λόγος,G3056,Jer,10,1,λόγον,Accusative,Singular
λόγος,G3056,Jer,11,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,11,2,λόγους,Accusative,Plural
λόγος,G3056,Jer,11,3,λόγων,Genitive,Plural
λόγος,G3056,Jer,11,6,λόγους,Accusative,Plural
λόγος,G3056,Jer,11,6,λόγους,Accusative,Plural
λόγος,G3056,Jer,11,10,λόγων,Genitive,Plural
λόγος,G3056,Jer,13,2,λόγον,Accusative,Singular
λόγος,G3056,Jer,13,3,λόγος,Nominative,Singular
λόγος,G3056,Jer,13,8,λόγος,Nominative,Singular
λόγος,G3056,Jer,13,10,λόγων,Genitive,Plural
λόγος,G3056,Jer,14,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,14,17,λόγον,Accusative,Singular
λόγος,G3056,Jer,15,16,λόγους,Accusative,Plural
λόγος,G3056,Jer,15,16,λόγος,Nominative,Singular
λόγος,G3056,Jer,17,15,λόγος,Nominative,Singular
λόγος,G3056,Jer,17,20,λόγον,Accusative,Singular
λόγος,G3056,Jer,18,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,18,2,λόγους,Accusative,Plural
λόγος,G3056,Jer,18,5,λόγος,Nominative,Singular
λόγος,G3056,Jer,18,18,λόγος,Nominative,Singular
λόγος,G3056,Jer,18,18,λόγους,Accusative,Plural
λόγος,G3056,Jer,18,22,λόγον,Accusative,Singular
λόγος,G3056,Jer,19,2,λόγους,Accusative,Plural
λόγος,G3056,Jer,19,3,λόγον,Accusative,Singular
λόγος,G3056,Jer,19,15,λόγων,Genitive,Plural
λόγος,G3056,Jer,20,1,λόγους,Accusative,Plural
λόγος,G3056,Jer,20,8,λόγῳ,Dative,Singular
λόγος,G3056,Jer,20,8,λόγος,Nominative,Singular
λόγος,G3056,Jer,21,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,21,11,λόγον,Accusative,Singular
λόγος,G3056,Jer,22,1,λόγον,Accusative,Singular
λόγος,G3056,Jer,22,2,λόγον,Accusative,Singular
λόγος,G3056,Jer,22,4,λόγον,Accusative,Singular
λόγος,G3056,Jer,22,5,λόγους,Accusative,Plural
λόγος,G3056,Jer,22,29,λόγον,Accusative,Singular
λόγος,G3056,Jer,23,16,λόγους,Accusative,Plural
λόγος,G3056,Jer,23,17,λόγον,Accusative,Singular
λόγος,G3056,Jer,23,18,λόγον,Accusative,Singular
λόγος,G3056,Jer,23,22,λόγων,Genitive,Plural
λόγος,G3056,Jer,23,28,λόγος,Nominative,Singular
λόγος,G3056,Jer,23,28,λόγον,Accusative,Singular
λόγος,G3056,Jer,23,28,λόγοι,Nominative,Plural
λόγος,G3056,Jer,23,29,λόγοι,Nominative,Plural
λόγος,G3056,Jer,23,30,λόγους,Accusative,Plural
λόγος,G3056,Jer,23,36,λόγος,Nominative,Singular
λόγος,G3056,Jer,23,38,λόγον,Accusative,Singular
λόγος,G3056,Jer,24,4,λόγος,Nominative,Singular
λόγος,G3056,Jer,25,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,25,8,λόγοις,Dative,Plural
λόγος,G3056,Jer,25,13,λόγους,Accusative,Plural
λόγος,G3056,Jer,25,20,λόγος,Nominative,Singular
λόγος,G3056,Jer,27,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,28,59,λόγος,Nominative,Singular
λόγος,G3056,Jer,28,60,λόγους,Accusative,Plural
λόγος,G3056,Jer,28,61,λόγους,Accusative,Plural
λόγος,G3056,Jer,32,30,λόγους,Accusative,Plural
λόγος,G3056,Jer,32,30,λόγον,Accusative,Singular
λόγος,G3056,Jer,33,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,33,2,λόγους,Accusative,Plural
λόγος,G3056,Jer,33,5,λόγων,Genitive,Plural
λόγος,G3056,Jer,33,7,λόγους,Accusative,Plural
λόγος,G3056,Jer,33,10,λόγον,Accusative,Singular
λόγος,G3056,Jer,33,12,λόγους,Accusative,Plural
λόγος,G3056,Jer,33,15,λόγους,Accusative,Plural
λόγος,G3056,Jer,33,20,λόγους,Accusative,Plural
λόγος,G3056,Jer,33,21,λόγους,Accusative,Plural
λόγος,G3056,Jer,34,12,λόγους,Accusative,Plural
λόγος,G3056,Jer,34,16,λόγων,Genitive,Plural
λόγος,G3056,Jer,34,18,λόγος,Nominative,Singular
λόγος,G3056,Jer,35,6,λόγον,Accusative,Singular
λόγος,G3056,Jer,35,7,λόγον,Accusative,Singular
λόγος,G3056,Jer,35,9,λόγου,Genitive,Singular
λόγος,G3056,Jer,35,12,λόγος,Nominative,Singular
λόγος,G3056,Jer,36,1,λόγοι,Nominative,Plural
λόγος,G3056,Jer,36,10,λόγους,Accusative,Plural
λόγος,G3056,Jer,36,23,λόγον,Accusative,Singular
λόγος,G3056,Jer,36,30,λόγος,Nominative,Singular
λόγος,G3056,Jer,37,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,37,2,λόγους,Accusative,Plural
λόγος,G3056,Jer,37,4,λόγοι,Nominative,Plural
λόγος,G3056,Jer,38,10,λόγον,Accusative,Singular
λόγος,G3056,Jer,38,20,λόγοι,Nominative,Plural
λόγος,G3056,Jer,38,23,λόγον,Accusative,Singular
λόγος,G3056,Jer,39,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,39,6,λόγος,Nominative,Singular
λόγος,G3056,Jer,39,8,λόγος,Nominative,Singular
λόγος,G3056,Jer,39,26,λόγος,Nominative,Singular
λόγος,G3056,Jer,40,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,41,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,41,4,λόγον,Accusative,Singular
λόγος,G3056,Jer,41,5,λόγον,Accusative,Singular
λόγος,G3056,Jer,41,6,λόγους,Accusative,Plural
λόγος,G3056,Jer,41,8,λόγος,Nominative,Singular
λόγος,G3056,Jer,41,12,λόγος,Nominative,Singular
λόγος,G3056,Jer,42,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,42,12,λόγος,Nominative,Singular
λόγος,G3056,Jer,42,13,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,43,2,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,4,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,8,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,10,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,11,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,13,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,16,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,16,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,17,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,18,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,20,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,24,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,27,λόγος,Nominative,Singular
λόγος,G3056,Jer,43,27,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,28,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,32,λόγους,Accusative,Plural
λόγος,G3056,Jer,43,32,λόγοι,Nominative,Plural
λόγος,G3056,Jer,44,2,λόγους,Accusative,Plural
λόγος,G3056,Jer,44,6,λόγος,Nominative,Singular
λόγος,G3056,Jer,44,17,λόγος,Nominative,Singular
λόγος,G3056,Jer,45,1,λόγους,Accusative,Plural
λόγος,G3056,Jer,45,4,λόγους,Accusative,Plural
λόγος,G3056,Jer,45,14,λόγον,Accusative,Singular
λόγος,G3056,Jer,45,19,λόγον,Accusative,Singular
λόγος,G3056,Jer,45,20,λόγον,Accusative,Singular
λόγος,G3056,Jer,45,21,λόγος,Nominative,Singular
λόγος,G3056,Jer,45,24,λόγων,Genitive,Plural
λόγος,G3056,Jer,45,27,λόγους,Accusative,Plural
λόγος,G3056,Jer,45,27,λόγος,Nominative,Singular
λόγος,G3056,Jer,46,15,λόγος,Nominative,Singular
λόγος,G3056,Jer,46,16,λόγους,Accusative,Plural
λόγος,G3056,Jer,47,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,49,3,λόγον,Accusative,Singular
λόγος,G3056,Jer,49,4,λόγους,Accusative,Plural
λόγος,G3056,Jer,49,4,λόγος,Nominative,Singular
λόγος,G3056,Jer,49,5,λόγον,Accusative,Singular
λόγος,G3056,Jer,49,7,λόγος,Nominative,Singular
λόγος,G3056,Jer,49,15,λόγον,Accusative,Singular
λόγος,G3056,Jer,49,16,λόγον,Accusative,Singular
λόγος,G3056,Jer,50,1,λόγους,Accusative,Plural
λόγος,G3056,Jer,50,1,λόγους,Accusative,Plural
λόγος,G3056,Jer,50,8,λόγος,Nominative,Singular
λόγος,G3056,Jer,51,1,λόγος,Nominative,Singular
λόγος,G3056,Jer,51,16,λόγος,Nominative,Singular
λόγος,G3056,Jer,51,17,λόγον,Accusative,Singular
λόγος,G3056,Jer,51,20,λόγους,Accusative,Plural
λόγος,G3056,Jer,51,24,λόγον,Accusative,Singular
λόγος,G3056,Jer,51,26,λόγον,Accusative,Singular
λόγος,G3056,Jer,51,28,λόγος,Nominative,Singular
λόγος,G3056,Jer,51,31,λόγος,Nominative,Singular
λόγος,G3056,Jer,51,31,λόγους,Accusative,Plural
λόγος,G3056,Ezk,1,3,λόγος,Nominative,Singular
λόγος,G3056,Ezk,2,6,λόγους,Accusative,Plural
λόγος,G3056,Ezk,2,7,λόγους,Accusative,Plural
λόγος,G3056,Ezk,3,4,λόγους,Accusative,Plural
λόγος,G3056,Ezk,3,6,λόγους,Accusative,Plural
λόγος,G3056,Ezk,3,10,λόγους,Accusative,Plural
λόγος,G3056,Ezk,3,16,λόγος,Nominative,Singular
λόγος,G3056,Ezk,3,17,λόγον,Accusative,Singular
λόγος,G3056,Ezk,6,1,λόγος,Nominative,Singular
λόγος,G3056,Ezk,6,3,λόγον,Accusative,Singular
